"id","name","description","manufacturer","price"
209307663,"sony vaio ns190j/s notebook - vgnns190j/s","sony vaio ns series ns190js notebook 2ghz intel core 2 duo t5800, 4gb ram, 250gb hard drive, dvd+/-r/rw w/ blu ray support, wireless link 5100agn, intel graphics media accelerator 4500mhd, 15.4' wxga lcd display, windows vista home premium (silver)","sony",$949.99
209310241,"canon powershot sx10 is digital camera - 2665b001","canon powershot sx10 is 10 megapixel digital camera w/ 20x optical zoom, 28mm wide lens, 2.5' lcd, motion detection, & red eye correction","canon",$339.88
209310243,"canon powershot sd880 is digital camera - silver - 3197b001","canon powershot sd880 is 10 megapixel digital camera w/ ua lens, 4x optical zoom, 28mm wide lens, optical image stabilizer, & purecolor ii 3' lcd - silver","canon",$246.88
209310245,"canon powershot sd990 is 14 megapixel digital camera w/ 3.7x optical zoom, ua len, face detection, 2.5 lcd, & iso 1600 - black - 2669b001",,"canon",$299.88
209310248,"canon powershot g10 14 megapixel digital camera w/ 28mm wide lens, 5x optical zoom, 3' lcd, face detection & red eye correction - 2663b001",,"canon",$409.88
209310260,"apple ipod shuffle 1gb flash mp3 player - mb811ll/a","1gb flash memory - pink","apple",$49.00
209310268,"nokia n96 unlocked phone - 16gb, 5mp camera with carl zeiss optics and dual-led flash and auto-focus, built-in gps, wifi, - 002g6q3",,"nokia - n series - multimedia",
209310279,"belkin folio for ipod touch - f8z373","leather - black","belkin",$19.99
209393521,"griffin 8245-ip2mgnfi clarifi protective case for smartphone","polycarbonate - black","griffin",$18.99
209393872,"samsung ln46a860 46' lcd tv (widescreen, 1920x1080, 50000:1, hdtv)",,"samsung","$1,889.98"
209634135,"canon powershot sd990 is 14 megapixel digital camera w/ 3.7x optical zoom, ua len, face detection, 2.5 lcd, & iso 1600 - silver - 3191b001",,"canon",$299.88
209656935,"applecare for ipod touch or ipod classic - mb591ll/a",,"apple",$49.99
209656949,"apple ipod touch 32gb flash portable media player - mb533ll/a","audio player, video player, photo viewer - 3.5' color lcd - 32gb flash memory","apple",$394.99
209656950,"apple ipod classic 120gb hard drive portable media player - mb562ll/a","audio player, video player, photo viewer - 2.5' color lcd - 120gb hard drive - silver","apple",$219.97
209656951,"apple 8gb ipod nano silver (4th generation) - mb598ll/a",,"apple",$146.75
209656955,"apple 8gb ipod nano blue (4th generation) - mb732ll/a",,"apple",$146.75
209656956,"apple 8gb ipod nano pink (4th generation) - mb735ll/a",,"apple",$146.75
209656957,"apple 8gb ipod nano purple (4th generation) - mb739ll/a",,"apple",$146.75
209656959,"apple 8gb ipod nano green (4th generation) - mb745ll/a",,"apple",$139.88
209656961,"apple ipod classic 120gb hard drive portable media player - mb565ll/a","audio player, video player, photo viewer - 2.5' color lcd - 120gb hard drive - black","apple",$219.97
209656962,"apple 8gb ipod nano black (4th generation) - mb754ll/a",,"apple",$146.75
209656971,"apple ipod nano 16gb flash portable media player - mb913ll/a","audio player, video player, photo viewer - 2' color lcd - 16gb flash memory - green","apple",$178.99
209687172,"panasonic lumix dmc-fz28 digital camera - black","panasonic dmc-fz28k lumix 10 megapixel digital camera with 27mm leica dc vario-elmarit lens, 18x optical zoom and intelligent auto mode - black","panasonic",
209700735,"usb power adapter accs - mb352ll/b",,"apple",
209704118,"belkin switch-to-mac cable - f4u001","1 x usb - 1 x usb - 8ft - white","belkin",$21.80
209705773,"apple ipod touch 8gb flash portable media player - mb528lla","audio player, video player, photo viewer - 3.5' color lcd - 8gb flash memory","apple",$229.00
209705774,"apple ipod touch 16gb flash portable media player - mb531lla","audio player, video player, photo viewer - 3.5' color lcd - 16gb flash memory","apple",$309.99
209705777,"canon eos 50d 15 megapixel slr digital camera with live view & face detection, 3' lcd, 6.3fps & digic 4 image processor - body only - 2807b006",,"canon","$1,127.95"
209705778,"canon eos 50d 15 megapixel slr digital camera w/28-135mm is usm lens, live view & face detection, 3' lcd, 6.3fps, digic 4 image processor & hdmi output - 2807b005",,"canon","$1,301.30"
209720586,"coby electronics tf-tv1514 15' lcd tv","15' - active matrix tft - atsc, ntsc - 16:9 - 1280 x 800 - hdtv","coby",$149.99
209869342,"lg 42pg20 - 42' widescreen 720p plasma hdtv - 20,000:1 dynamic contrast ratio",,"lg electronics",
209869989,"sony 42in bravia lcd v-series 1080p hdtv - kdl42v4100",,"sony","$1,098.72"
209871973,"sony dpfd80 digital photo frame","photo viewer - 8' lcd","sony",
209890560,"transcend 2.5 solid state disk (ssd) 128gb sata mlc with build-in ecc - ts128gssd25s-m",,"transcend information",
209890796,"vholdr 2200 mount adhesive (black)",,"vholdr",
209891039,"denon avr2809ci a/v receiver","dolby pro logic iix, dolby digital ex, dts-es discrete, dts-es matrix, dts neo:6, dolby truehd, dolby digital plus, neural surroundam, fm","denon","$1,198.00"
209891040,"th-58pz850u 58' plasma tv (widescreen, 1920x1080, 30,000:1, hdtv) - th58pz850u",,"panasonic","$2,999.97"
209896109,"motorola t305 bluetooth visor speaker phone car kit - retail - 89082j",,"motorola",$46.93
209896693,"aliph jawbone 2 silver bluetooth headset - retail - 84442vrp",,"jawbone",$89.99
209901963,"sony vaio cs series vgn-cs180j/w 14.1-inch notebook 2.26 ghz intel core 2 duo p8400 processor, 4 gb ram, 320 gb hard drive, blu-ray drive, vista home premium- white - vgncs180j/w",,"sony","$1,219.00"
209901964,"sony vaio cs180j/q notebook - vgncs180j/q","sony vaio cs series vgn-cs180j/q 14.1-inch notebook 2.26 ghz intel core 2 duo p8400 processor, 4 gb ram, 320 gb hard drive, blu-ray drive, vista home premium- black","sony","$1,239.97"
209901965,"sony vaio cs180j/p notebook - vgncs180j/p","sony vaio cs series vgn-cs180j/p 14.1-inch notebook 2.26 ghz intel core 2 duo p8400 processor, 4 gb ram, 320 gb hard drive, blu-ray drive, vista home premium- pink","sony","$1,199.99"
209901966,"sony vaio cs series vgn-cs180j/r 14.1-inch notebook 2.26 ghz intel core 2 duo p8400 processor, 4 gb ram, 320 gb hard drive, blu-ray drive, vista home premium- red - vgncs180j/r",,"sony",
209934620,"sony ipod/phone dock clock radio black nic - icfc1ipmk2blk",,"sony",$80.25
209934621,"sony ipod/phone dock clock radio black nic - icfc1ipmk2whi",,"sony",$61.42
209975310,"ih9b6r black alarm clock f/ipodperpcharges docked ipod remote control",,"sdi technologies - ihome",
210190784,"sony bdv-is1000 blu-ray disc home-theater system - precision cinema hd via hdmi upscaler / bravia theatre sync direct key / x.v.color / xmb xross media bar / 800hz cutoff frequency",,"sony",
210190818,"apple macbook notebook - mb467lla","intel core 2 duo 2.4ghz - 13.3' wxga - 2gb ddr3 sdram - 250gb hdd - dvd-writer (dvdr/rw) - gigabit ethernet, wi-fi, bluetooth - mac os x 10.5 leopard","apple","$1,549.99"
210206538,"vholdr wearable camcorder (black) - 1102",,"vholdr",
210227260,"sharp aquos bd-hp21u blu-ray disc player","bd-re, dvd+rw, dvd-rw, cd-rw - bd video, dvd video, jpeg, cd-da, mpeg-2, vc-1, ac3, lpcm playback - progressive scan","sharp",$218.63
210227261,"sharp aquos bd-hp50u blu-ray disc player","bd-re, dvd+rw, dvd-rw, cd-rw - bd video, dvd video, cd-da, jpeg, vc-1, mpeg-2, ac3, lpcm playback - progressive scan","sharp",$266.96
210227271,"sharp lc-52d85u - 52' widescreen 1080p lcd hdtv - 120hz - 4ms response time",,"sharp","$1,648.72"
210227282,"battery and bag bundle for panasonic camcorders - vbg-vbb1strkit",,"panasonic",
210227285,"sharp aquos lc-42d85u 42' lcd tv","42' - active matrix tft - atsc, ntsc - 16:9 - 1920 x 1080 - hdtv - 1080p","sharp","$1,076.65"
210239335,"escort passport 9500ix radar/laser detector",,"escort",$439.99
210245837,"kitchenaid kpfp850ob - food processor",,"kitchenaid",
210251970,"chestnut hill chs40001 chestnut hill george ipod dock compact stereo system",,"chestnut hill",$499.00
210252184,"escort 9500ci escort gps radar detector",,"escort","$1,475.99"
210252356,"sony icd-b600 512mb digital voice recorder - icdb600","512mb flash memory - lcd - portable","sony",$30.45
210252385,"canon psc-4000 deluxe leather case n - 3528b001",,"canon",$35.99
210254965,"canon cli-221 color ink 4-pack (black/ cyan/ magenta/ yellow) - 2946b004",,"canon",$44.99
210256478,"sony bravia vpl-hw10 digital projector - vplhw10","1920 x 1080 - 22.05lb","sony",
210258465,"apple macbook pro notebook - mb471ll/a","intel core 2 duo 2.53ghz - 15.4' wxga+ - 4gb ddr3 sdram - 320gb hdd - dvd-writer (dvdr/rw) - gigabit ethernet, wi-fi, bluetooth - mac os x 10.5 leopard","apple","$2,369.00"
210258472,"altec lansing imt702 inmotion max portable speaker system for iphone",,"altec lansing",$133.96
210259873,"transcend 8gb microsdhc card - class 6 - ts8gusdhc6",,"transcend information",$14.95
210267015,"flip video minohd 60 min black - f460b",,"pure digital technol",$232.50
210399743,"samsung bdp2500 - bd-p2500",,"samsung",$301.05
210399745,"denon dvd-1800bd blu-ray disc player","bd-r, dvd-r, cd-r, secure digital (sd) - bd video, dvd video, wma, mp3, divx 6, jpg playback - progressive scan","denon",$499.00
210399746,"canon eos 5d mark ii digital slr camera - 2764b003","21.1 megapixel - 16:9 - 3' active matrix tft color lcd","canon","$3,699.99"
210399777,"canon rebel xsi/xs starter kit - 9320a009",,"canon",$69.99
210399818,"onkyo tx-sr876 a/v receiver - txsr876b","dolby digital, dolby truehd, dts-hd, dolby digital ex, dolby digital plus, dolby pro logic ii, dolby truehd, dts, dts-es, dts neo:6, thx surround ex, thx select 2fm, am","onkyo","$1,077.98"
210399819,"onkyo tx-nr906 a/v receiver - txnr906b","thx ultra 2, dolby digital plus, dolby truehd, dts-hd, neural surroundfm, am","onkyo","$1,497.99"
210399849,"denon dm37sbk - d-m37sbk",,"denon",$288.76
210399855,"onkyo tx-8255 a/v receiver","am, fm","onkyo",$159.98
210399907,"denon dht-589ba home theater system",", a/v receiver, 5.1 speakers - dolby pro logic ii, dts","denon",$448.80
210399915,"lg 42lg30 42' lcd tv","lg 42lg30 42' lcd hdtv - 12,000:1 dynamic contrast ratio - invisible speaker","lg electronics",
210401450,"apple 8x dvdrw drive - mb397g/a","(double-layer) - dvd-ram/r/rw - 8x 8x 8x (dvd) - 24x 16x 24x (cd) - usb - external","apple",$95.71
210401451,"apple macbook pro notebook - mb470ll/a","intel core 2 duo 2.4ghz - 15.4' wxga+ - 2gb ddr3 sdram - 250gb hdd - dvd-writer (dvdr/rw) - gigabit ethernet, wi-fi, bluetooth - mac os x 10.5 leopard","apple","$1,849.00"
210401458,"apple ipod nano armband - mb769g/a","grey","apple",$29.00
210402319,"polk audio i-sonic es2 entertainment system 2 am/fm and hd table radio - am1195-a",,"polk audio",$336.71
210402579,"samsung sbh500 stereo bluetooth headset",,"samsung",$49.72
210404123,"sony dpfd100 digital photo frame","photo viewer - 10' lcd","sony",$249.12
210435432,"danby dbc2760bls 5.0 cu.ft beverage center / 27 bottle wine cooler",,"danby","$1,000.00"
210435439,"danby ddw497w countertop dishwasher",,"danby",$247.05
210441166,"sony xdr-s10hdip clock radio with ipod dock - xdrs10hdip","lcd","sony",$149.95
210441817,"panasonic kx-tg9391t dect 6.0 two-line corded/cordless phone combo - kx-tg9391t",,"panasonic",$149.72
210442348,"sony bravia xbr series kdl-46xbr6 46' lcd tv - kdl46xbr6","46' - active matrix tft - atsc, ntsc - 16:9 - 1920 x 1080 - dolby, surround - hdtv - 480i, 480p, 720p, 1080i, 1080p","sony","$1,977.72"
210442350,"sony bravia xbr series kdl-52xbr6 52' lcd tv - kdl52xbr6","52' - active matrix tft - atsc, ntsc - 16:9 - 1920 x 1080 - dolby, surround - hdtv - 480i, 480p, 720p, 1080i, 1080p","sony","$2,573.72"
210460676,"audiovox dpf701 7-inch acrylic digital picture frame",,"audiovox",$41.40
210461432,"pan nn-tk903s microwave oven .08 cu. ft.",,"panasonic",
210462233,"sony vaio lv140j desktop - vgc-lv140j","intel core 2 duo e7200 2.53ghz - 4gb ddr2 sdram - 320gb - dvd-writer (dvd-ram/r/rw) - gigabit ethernet, bluetooth, wi-fi - 24' active matrix tft color lcd - windows vista home premium x64 - all-in-one","sony","$1,599.99"
210479062,"simpletech 2gb sd card - 3505b001aa",,"simpletech",$12.88
210490135,"garmin 010-00577-30 nvi(r) 885t travel assistant",,"garmin",
210520736,"samsung ln32a450 32' 720p lcd hdtv",,"samsung",
210521551,"maytag mdb7851awb full console dishwasher (black)",,"maytag",
210521578,"whirlpool du1100xtps 24' undercounter dishwasher (stainless steel)",,"whirlpool",$537.29
210536123,"canon xh a1s - 3238b001",,"canon","$3,999.00"
210566840,"sony vaio fw378j/b notebook - vgnfw378j/b","intel centrino 2 core 2 duo p8600 2.4ghz - 16.4' - 4gb ddr2 sdram - 320gb hdd - bd-reader/dvd-writer (bd-rom/dvd-ram/r/rw) - wi-fi, gigabit ethernet, bluetooth - windows vista home premium x64 - black","sony",
210571462,"sennheiser cx380 sennheiser cx 380 sport ii grey/orange",,"sennheiser",
210634625,"iwork 09 retail-int dvd - mb942z/a",,"apple",
210634626,"iwork 09 family pack-int dvd - mb943z/a",,"apple",
210647824,"case mate carbon fiber iphone 3g case black - iph3gc-bcf",,"case-mate",$28.08
