id,name,addr,city,state,zipcode,phone,website,pricerange,category,ratingvalue,neighborhood,takes reservations,delivery,take-out,accepts credit cards,good for,parking,attire,ambience,alcohol,outdoor seating,wi-fi,waiter service,caters
135,51st bakery and cafe,5-33 51st ave,new york,ny,11101,(718) 707-0554,51stbakeryandcafe.com,$,bakeries;breakfast & brunch;cafes,4.5,hunters point; long island city,no,no,yes,yes,breakfast,street,casual,casual,no,no,free,no,yes
136,kobeyaki,293 7th ave,new york,ny,10001,(212) 242-5500,kobeyaki.com,$$,japanese;sushi bars;burgers,4.0,chelsea,no,no,yes,yes,lunch,street,casual,casual,beer & wine only,no,no,no,yes
137,bistango,415 3rd ave,new york,ny,10016,(212) 725-8484,bistangonyc.com,$$,italian;gluten-free,4.0,midtown east; kips bay,yes,yes,yes,yes,dinner,street,casual,intimate,full bar,yes,no,yes,yes
138,ital kitchen,1032 union st,new york,ny,11225,(347) 405-9727,italbk.com,$$,vegetarian;live/raw food;vegan,5.0,crown heights,yes,yes,yes,yes,,street,casual,hipster,no,yes,free,yes,yes
139,melt shop,111 fulton st,new york,ny,10038,(646) 741-7910,meltshop.com,$$,american (traditional);breakfast & brunch;sandwiches,4.0,financial district,no,yes,yes,yes,lunch,street,casual,casual,beer & wine only,no,no,no,no
140,monument lane,103 greenwich ave,new york,ny,10014,(212) 255-0155,monumentlane.com,$$,american (new),4.0,west village,yes,no,yes,yes,brunch,street,casual,casual,full bar,yes,no,yes,no
141,cheryl’s global soul,236 underhill ave,new york,ny,11238,(347) 529-2855,cherylsglobalsoul.com,$$,american (new);breakfast & brunch;diners,4.0,prospect heights,yes,yes,yes,yes,brunch,street,casual,casual,full bar,yes,free,yes,yes
142,sticky’s finger joint,484 3rd ave,new york,ny,10016,,stickysfingerjoint.com,$$,fast food;american (new),4.0,midtown east; murray hill; kips bay,no,yes,yes,yes,lunch,street,casual,casual,no,no,no,no,yes
143,bareburger,535 laguardia pl,new york,ny,10012,(212) 477-8125,bareburger.com,$$,burgers,4.0,greenwich village,yes,yes,yes,yes,lunch,street,casual,casual,beer & wine only,yes,no,yes,no
144,my pie,696 lexington ave,new york,ny,10022,(212) 317-1850,,$,italian;pizza,4.5,midtown east,no,yes,yes,yes,lunch,street,casual,casual,no,no,no,no,yes
145,surfish peruvian bistro,351 5th ave,new york,ny,11215,(718) 832-8200,surfishbistro.com,$$,latin american;peruvian,4.0,park slope,yes,yes,yes,yes,dinner,street,casual,casual,beer & wine only,yes,no,yes,yes
146,blue hill,75 washington pl,new york,ny,10011,(212) 539-1776,bluehillfarm.com,$$$$,american (new),4.5,greenwich village,yes,no,no,yes,dinner,street,dressy,classy,full bar,no,no,yes,no
147,casa del chef,39-06 64th st.,new york,ny,11377,(718) 457-9000,casadelchefny.com,$$,american (new),4.5,woodside,yes,no,yes,no,dinner,street,casual,intimate,full bar,no,no,yes,yes
148,diner,85 broadway,new york,ny,11211,(718) 486-3077,dinernyc.com,$$,american (new);breakfast & brunch,4.0,south williamsburg,no,no,yes,yes,brunch; dinner,street,casual,hipster,full bar,yes,no,yes,no
149,brooklyn crab,24 reed st,new york,ny,11231,(718) 643-2722,brooklyncrab.com,$$,seafood,3.0,red hook,no,no,no,yes,dinner,street,casual,casual,full bar,yes,free,yes,no
150,sunny and annie’s,94 ave b,new york,ny,10003,(212) 677-3131,sunnyandannies.com,$,sandwiches;delis;grocery,4.5,east village; alphabet city,no,yes,yes,yes,lunch,street,casual,divey,beer & wine only,no,no,no,no
151,calle ocho,inside the excelsior hotel 45 w 81st st,new york,ny,10024,(212) 873-5025,calleochonyc.com,$$,cuban;latin american,4.0,upper west side,yes,no,yes,yes,brunch,street,casual,trendy,full bar,no,free,yes,yes
152,kefi,505 columbus ave,new york,ny,10024,(212) 873-0200,kefirestaurant.com,$$,greek;mediterranean;tapas/small plates,4.0,upper west side,yes,yes,yes,yes,dinner,street,casual,casual,full bar,no,no,yes,yes
153,otb,141 broadway williamsburg,new york,ny,11211,(347) 763-1481,otbbk.com,$$,american (new);bars,4.5,williamsburg - south side; south williamsburg,no,no,no,yes,late night,street,casual,hipster,full bar,no,,yes,
154,ipanema restaurant,43 w 46th st,new york,ny,10036,(646) 791-7171,ipanemanyc.com,$$,brazilian;latin american;portuguese,4.0,midtown west,yes,no,yes,yes,dinner,street,casual,casual,full bar,no,free,yes,no
155,yakitori totto,251 w 55th st 2nd fl,new york,ny,10019,(212) 245-4555,tottonyc.com,$$$,japanese,4.0,midtown west,yes,no,no,yes,dinner,street,casual,casual,beer & wine only,no,no,yes,no
156,boqueria,53 w 19th st,new york,ny,10011,(212) 255-4160,boquerianyc.com,$$$,spanish;tapas bars,4.0,flatiron,yes,yes,yes,yes,dinner,street,casual,trendy,full bar,no,free,yes,yes
157,korchma taras bulba,357 w broadway,new york,ny,10013,(212) 510-7510,tarasbulba.us,$$,russian;ukrainian;modern european,4.5,soho,yes,yes,yes,yes,dinner,street,casual,casual,full bar,no,free,yes,yes
158,banhmigos,178 lincoln pl,new york,ny,11217,(718) 399-3812,banhmigos.com,$,bubble tea;vietnamese;sandwiches,4.0,park slope,no,yes,yes,yes,lunch,street,casual,casual,no,no,no,no,yes
159,east wind snack shop,471 16th st,new york,ny,11215,(929) 295-0188,eastwindsnackshop.com,$$,chinese,4.5,windsor terrace,no,no,yes,yes,,street,casual,casual,no,no,,yes,
160,five leaves,18 bedford ave,new york,ny,11222,(718) 383-5345,fiveleavesny.com,$$,breakfast & brunch;american (new);coffee & tea,4.0,greenpoint,no,no,yes,yes,brunch,street,casual,hipster,full bar,yes,no,yes,no
161,tribeca’s kitchen,200 church st,new york,ny,10013,(646) 893-1022,tribecaskitchen.com,$$,sandwiches;american (new);food delivery services,4.0,tribeca,yes,yes,yes,yes,brunch,garage; street; private lot,casual,casual,beer & wine only,no,free,yes,yes
162,union bar & kitchen,300 spring st,new york,ny,10013,(646) 791-0005,unionbarandkitchen.com,$$$,american (new);bars,4.5,south village,yes,yes,yes,yes,lunch,street,casual,,full bar,yes,free,yes,yes
163,la contenta,102 norfolk st,new york,ny,10002,(212) 432-4180,lacontentanyc.com,$$,mexican;bars;breakfast & brunch,4.5,lower east side,yes,yes,yes,yes,dinner,street,casual,intimate,full bar,yes,free,yes,yes
164,manny’s,212 patchen ave,new york,ny,11233,(718) 483-9868,,$$,cafes;coffee & tea;american (new),4.0,bedford stuyvesant,no,yes,yes,yes,lunch,street,casual,casual,no,yes,free,yes,no
165,ichibantei,401 e 13th st,new york,ny,10009,(646) 368-9755,,$$,japanese;steakhouses,4.0,east village,yes,yes,yes,no,dinner; late night,street,casual,casual,no,no,no,yes,no
166,nhà minh,485 morgan ave,new york,ny,11222,(718) 387-7848,,$,art galleries;vietnamese;coffee & tea,4.5,east williamsburg,no,no,yes,yes,brunch,street,casual,divey,no,no,free,no,yes
167,983-bushwick’s living room,983 flushing ave,new york,ny,11206,(718) 386-1133,983bk.com,$$,comfort food;american (traditional),4.0,east williamsburg; bushwick,no,yes,yes,yes,brunch,street,casual,hipster,full bar,no,free,yes,no
168,amy ruth’s,113 w 116th st,new york,ny,10026,(212) 280-8779,amyruths.com,$$,southern;soul food,4.0,harlem,no,no,yes,yes,brunch; lunch; dinner,street,casual,casual,beer & wine only,no,no,yes,yes
169,briskettown,359 bedford ave,new york,ny,11211,(718) 701-8909,delaneybbq.com,$$,american (traditional);barbeque,4.0,williamsburg - south side,yes,yes,yes,yes,dinner,street,casual,casual,beer & wine only,no,no,no,yes
170,crescent grill,38-40 crescent st,new york,ny,11101,(718) 729-4040,crescentgrill.com,$$,american (new),4.5,long island city,yes,no,yes,yes,brunch,valet; street,casual,classy,full bar,no,no,yes,yes
171,milk & honey,1119 newkirk ave,new york,ny,11230,(718) 513-0441,,$$,cafes,4.0,flatbush,no,no,yes,no,brunch,street,casual,hipster,no,no,free,no,yes
172,malatesta trattoria,649 washington st,new york,ny,10014,(212) 741-1207,malatestatrattoria.com,$$,italian,4.0,west village,yes,no,yes,no,dinner,street,casual,romantic,beer & wine only,yes,no,yes,no
173,jack’s wife freda,224 lafayette st,new york,ny,10012,(212) 510-8550,jackswifefreda.com,$$,breakfast & brunch;mediterranean,4.0,soho,yes,no,yes,yes,brunch,street,casual,casual,full bar,yes,no,yes,no
174,korzo,667 5th ave,new york,ny,11215,(718) 499-1199,korzorestaurant.com,$$,modern european;burgers,4.0,south slope,yes,,yes,yes,dinner,street,casual,casual,full bar,no,no,yes,yes
175,brooklyn beet company,7205 3rd ave,new york,ny,11209,(347) 492-0020,korzorestaurant.com,$$,modern european,4.5,bay ridge,yes,no,yes,yes,brunch; dinner,street,casual,casual,full bar,no,no,yes,no
176,lolo’s seafood shack,303 w 116th st,new york,ny,10026,(929) 256-2509,lolosseafoodshack.com,$$,seafood;sandwiches,4.5,harlem,no,yes,yes,yes,dinner,street,casual,casual,no,yes,paid,no,yes
177,miramar,21 s end ave,new york,ny,10280,(212) 964-3000,miramarnyc.com,$$,seafood;mediterranean,4.0,battery park,yes,yes,yes,yes,dinner,garage; street,casual,romantic,full bar,yes,free,yes,yes
178,anable basin sailing bar & grill,4-40 44th dr,new york,ny,11101,(646) 207-1333,anablebasin.com,$$,bars;brazilian,4.0,hunters point,no,no,no,no,lunch,street,casual,casual,beer & wine only,yes,no,no,no
179,sam’s falafel stand,cedar st and broadway,new york,ny,10006,,,$,falafel,4.5,financial district,no,no,yes,no,lunch,street,casual,casual,no,yes,no,no,no
180,totto ramen,366 w 52nd st,new york,ny,10019,(212) 582-0052,tottoramen.com,$$,ramen,4.0,theater district; hell's kitchen; midtown west,no,no,no,no,lunch; dinner,street,casual,casual,beer & wine only,no,no,yes,no
181,the jeffrey craft beer & bites,311 e 60th st,new york,ny,10022,(212) 355-2337,thejeffreynyc.com,$$,bars;gastropubs;american (new),4.0,upper east side,no,no,yes,yes,late night,garage; street,casual,casual,full bar,yes,free,yes,no
182,ponty bistro,218 3rd ave,new york,ny,10003,(212) 777-1616,pontybistro.com,$$,african;french,4.0,gramercy,,yes,,yes,dinner,street,casual,intimate,full bar,no,free,yes,yes
183,the boil,139 chrystie st,new york,ny,10002,(212) 925-8815,theboilny.com,$$,cajun/creole;seafood,4.5,lower east side,no,no,yes,no,dinner,street,casual,casual,full bar,no,no,yes,no
184,room 55,75-01 88th st,new york,ny,11385,(718) 897-0055,room55ny.com,$$,american (new);tapas/small plates,4.5,glendale,yes,no,,yes,dinner,street,casual,casual,beer & wine only,no,no,yes,yes
185,de mole,4502 48th ave,new york,ny,11377,(718) 392-2161,demolenyc.com,$$,mexican,4.0,sunnyside,no,yes,yes,yes,dinner,street,casual,casual,beer & wine only,no,no,yes,yes
186,hudson clearwater,447 hudson st,new york,ny,10014,(212) 989-3255,hudsonclearwater.com,$$$,american (new),4.0,west village,yes,no,no,yes,dinner,street,casual,intimate,full bar,yes,no,yes,no
187,natureworks,113 e 31st st,new york,ny,10016,(212) 725-1411,natureworksrestaurant.com,$$,american (new);mediterranean,4.0,midtown east,no,yes,yes,yes,lunch,street,casual,casual,no,no,,no,no
188,thelma on clinton,29a clinton st,new york,ny,10002,(212) 979-8471,thelmaonclinton.com,$$,american (new),4.0,lower east side,yes,no,yes,yes,brunch,street,casual,intimate,full bar,no,no,yes,yes
189,sushi nakazawa,23 commerce st,new york,ny,10014,(212) 924-2212,sushinakazawa.com,$$$$,japanese;sushi bars,4.5,west village,yes,no,no,yes,dinner,street,dressy,upscale,beer & wine only,no,no,yes,no
190,mezetto,161 e houston st,new york,ny,10002,(212) 933-4587,mezetto.com,$$,mediterranean;tapas/small plates;middle eastern,4.0,lower east side,yes,yes,yes,yes,brunch,street,casual,casual,full bar,no,free,yes,yes
191,porteno restaurant,299 10th ave,new york,ny,10001,(212) 695-9694,portenonyc.com,$$$,argentine,4.5,chelsea,yes,no,yes,yes,dinner,street,casual,intimate,full bar,no,no,yes,yes
192,hourglass tavern,373 w 46th st,new york,ny,10036,(212) 265-2060,hourglasstavern.com,$$,breakfast & brunch,4.0,theater district; hell's kitchen; midtown west,yes,no,yes,yes,dinner,street,casual,casual,full bar,no,free,yes,yes
193,zutto japanese american pub,77 hudson st,new york,ny,10013,(212) 233-3287,zuttonyc.com,$$,asian fusion;japanese;sushi bars,4.0,tribeca,yes,yes,yes,yes,dinner,street,casual,casual,full bar,yes,free,yes,no
194,via quadronno,25 e 73rd st,new york,ny,10021,(212) 650-9880,viaquadronno.com,$$,sandwiches;italian,4.0,upper east side,no,no,yes,yes,lunch,street,casual,intimate,full bar,no,no,yes,yes
195,beyond sushi,229 e 14th st,new york,ny,10003,(646) 861-2889,beyondsushinyc.com,$$,vegetarian;sushi bars;vegan,4.5,gramercy,no,yes,yes,yes,lunch,street,casual,casual,no,no,free,yes,yes
196,cambodian cuisine torsu,5th ave & 21st st,new york,ny,10010,,,$,cambodian;food trucks,4.5,flatiron,no,no,yes,no,lunch; dinner,street,casual,casual,no,no,no,no,no
197,banh mi saigon,198 grand st,new york,ny,10013,(212) 941-1541,banhmisaigonnyc.com,$,vietnamese;sandwiches,4.0,little italy,no,yes,yes,no,lunch,street,casual,casual,no,no,no,no,no
198,udon west,150 e 46th st,new york,ny,10017,(212) 922-9677,udonwest.com,$$,japanese,4.0,midtown east,no,no,yes,yes,lunch,street,casual,casual,full bar,no,no,yes,no
199,cubana socíal,70 n 6th st,new york,ny,11249,(718) 782-3334,cubanasocial.com,$$,cuban;american (new),4.0,williamsburg - north side,yes,no,yes,yes,brunch; dinner,street,casual,casual,full bar,no,free,yes,yes
200,distilled,211 w broadway,new york,ny,10013,(212) 601-9514,distilledny.com,$$,american (new);bars;breakfast & brunch,4.0,tribeca,yes,yes,yes,yes,brunch,street,casual,casual,full bar,yes,free,yes,yes
201,piccoli trattoria,522 6th ave,new york,ny,11215,(718) 788-0066,piccoliny.com,$$,italian,4.0,park slope; south slope,yes,yes,yes,yes,dinner,street,casual,intimate,beer & wine only,yes,no,yes,yes
202,xe may sandwich shop,96 saint marks pl,new york,ny,10009,(212) 388-1688,xemaysandwich.com,$,sandwiches;vietnamese,4.5,east village,no,yes,yes,no,lunch,street,casual,casual,no,no,no,no,yes
203,joseph leonard,170 waverly pl,new york,ny,10014,(646) 429-8383,josephleonard.com,$$,american (new);french,4.0,west village,no,no,no,yes,brunch,street,casual,intimate,full bar,no,no,yes,no
204,stone park cafe,324 5th ave,new york,ny,11215,(718) 369-0082,stoneparkcafe.com,$$,american (new);breakfast & brunch,4.0,park slope,yes,no,yes,yes,brunch,street,casual,casual,full bar,yes,no,yes,no
205,bella gioia,209 4th ave,new york,ny,11217,(347) 223-4176,bellagioianyc.com,$$,italian,4.5,park slope; gowanus,yes,no,yes,yes,dinner,street,casual,casual,full bar,no,no,yes,no
206,lao di fang,28 forsyth st,new york,ny,10002,(212) 941-7678,,$,chinese,4.5,lower east side; chinatown,no,yes,yes,no,,,casual,,,no,no,no,
207,rustic table,504 w 42nd st,new york,ny,10036,(212) 244-0744,rustictablenyc.com,$$,coffee & tea;sandwiches,4.5,hell's kitchen; midtown west,no,yes,yes,yes,brunch,street,casual,casual,no,no,free,yes,no
208,bxl zoute,50 w 22nd st,new york,ny,10010,(646) 692-9282,bxlrestaurants.com,$$,belgian,4.0,flatiron,yes,no,yes,yes,dinner,street,casual,casual,full bar,yes,no,yes,no
209,nish nush,88 reade st,new york,ny,10013,(212) 964-1318,nishnushnyc.com,$,middle eastern;vegetarian;kosher,4.5,tribeca,no,yes,yes,yes,lunch,street,casual,casual,beer & wine only,no,no,no,yes
210,edi & the wolf,102 ave c,new york,ny,10009,(212) 598-1040,ediandthewolf.com,$$$,german,4.0,east village; alphabet city,yes,no,yes,yes,dinner,street,casual,trendy,full bar,yes,free,yes,yes
211,pepe giallo,253 10th ave,new york,ny,10001,(212) 242-6055,pepegiallo.com,$$,italian,4.0,chelsea,yes,yes,yes,yes,dinner,street,casual,casual,beer & wine only,yes,no,yes,no
212,mighty quinn’s,27 n 6th st smorgasburg,new york,ny,11211,(718) 928-6603,mightyquinnsbbq.com,$,barbeque,4.5,williamsburg - north side,no,no,yes,no,,,casual,,no,yes,no,no,no
213,xi’an famous foods,81 st marks pl,new york,ny,10003,(212) 786-2068,xianfoods.com,$,chinese,4.0,east village,no,no,yes,no,lunch,street,casual,casual,no,no,no,no,no
214,mayfield,688 franklin ave,new york,ny,11238,(347) 318-3643,mayfieldbk.com,$$,american (new),4.0,crown heights,yes,no,yes,yes,dinner,street,casual,casual,full bar,yes,free,yes,no
215,eleven madison park,11 madison ave,new york,ny,10010,(212) 889-0905,elevenmadisonpark.com,$$$$,american (new);french,4.5,flatiron,yes,no,no,yes,dinner,street,dressy,upscale,full bar,no,no,yes,no
216,k’ook,324 e 6th st,new york,ny,10003,(212) 254-0300,kooknyc.com,$$,korean,4.0,east village,yes,yes,yes,yes,dinner,street,casual,casual,beer & wine only,no,free,yes,yes
217,hill and dale,115 allen st,new york,ny,10002,(212) 420-1115,hillanddalenyc.com,$$,bars;american (new),4.0,lower east side,yes,no,no,yes,late night,street,casual,trendy,full bar,no,free,yes,yes
218,tabaré,221 s 1st st,new york,ny,11211,(347) 335-0187,tabarenyc.com,$$,latin american,4.0,williamsburg - south side,yes,no,yes,no,dinner,street,casual,romantic,full bar,yes,free,yes,no
219,ciccio,190 6th ave,new york,ny,10012,(646) 476-9498,ciccionyc.com,$$,italian;bars,4.0,south village,yes,no,yes,yes,dinner,street,casual,intimate,full bar,no,free,yes,no
220,williamsburger,36-17 greenpoint ave,new york,ny,11101,(718) 786-6969,williamsburgernyc.com,$$,burgers,4.0,sunnyside,no,yes,yes,yes,dinner,street,casual,casual,full bar,no,no,yes,yes
221,print,653 11th ave,new york,ny,10036,(212) 757-2224,printrestaurant.com,$$$,american (new),4.0,hell's kitchen; midtown west,yes,no,no,yes,dinner,street,dressy,classy,full bar,no,no,yes,no
222,la sirene,558 broome st,new york,ny,10013,(212) 925-3061,lasirenenyc.com,$$$,french,4.5,south village,yes,no,no,yes,dinner,street,casual,romantic,full bar,no,free,yes,no
223,riverwalk bar & grill,425 main st,new york,ny,10044,(646) 833-7050,riverwalkbarandgrill.com,$$,american (traditional);bars,3.5,roosevelt island,no,yes,yes,yes,brunch; dinner,street,casual,casual,full bar,yes,no,yes,yes
224,big wong king,67 mott st,new york,ny,10013,(212) 964-0540,bigwongking.com,$,chinese,3.5,chinatown,no,no,yes,no,lunch,street,casual,casual,no,no,free,yes,no
225,buttermilk channel,524 court st,new york,ny,11231,(718) 852-8490,buttermilkchannelnyc.com,$$,american (new);breakfast & brunch,4.0,carroll gardens,no,,,yes,brunch,street,casual,casual,full bar,yes,no,yes,no
226,kobeque,11 w 32nd st,new york,ny,10001,,,$$,korean;barbeque,4.5,koreatown; midtown west,no,no,yes,yes,,,casual,,,,,,
227,kashkaval garden,852 9th ave,new york,ny,10019,(212) 245-1758,kashkavalgarden.com,$$,mediterranean;wine bars;breakfast & brunch,4.0,hell's kitchen; midtown west,no,no,yes,yes,brunch,street,casual,casual,full bar,no,free,yes,yes
228,j’eatjet?,685 5th ave,new york,ny,11215,(347) 227-7410,jeatjetbar.com,$$,gastropubs;breakfast & brunch,4.0,south slope,no,no,yes,no,brunch,street,casual,casual,full bar,yes,free,yes,no
229,sake bar hagi,152 w 49th st,new york,ny,10019,(212) 764-8549,irohagroup.com,$$,japanese,4.0,theater district; midtown west,no,no,no,yes,dinner; late night,street,casual,casual,full bar,no,no,yes,no
230,fukurou,87 macdougal st,new york,ny,10012,(212) 388-0013,fukurou.soh.bz,$$,japanese,4.0,greenwich village,yes,no,no,yes,dinner,street,casual,casual,beer & wine only,yes,no,yes,no
231,whitman & bloom,384 3rd ave,new york,ny,10016,(212) 725-4110,whitmanandbloom.com,$$,american (new),4.0,kips bay,yes,no,yes,yes,brunch,street,casual,intimate,full bar,yes,no,yes,
232,the saint austere,613 grand st,new york,ny,11211,(718) 388-0012,thesaintaustere.com,$$,tapas bars;italian,4.5,williamsburg - north side,yes,no,yes,yes,dinner,street,casual,romantic,full bar,no,no,yes,yes
