id,name,votes,rating,phone,address,zip,cuisine,reviewcount
306,dengeo's,117,4.0,(847) 677-7911,3301 w. main street,60076,"greek,american,burger,bbq,sandwich",6
307,acre,77,3.2,(773) 334-7600,5308 n. clark street,60640,new american,9
308,bridgeport restaurant,32,3.2,(773) 247-2826,3500 s. halsted street,60609,american,2
309,meson sabika,595,3.9,(630) 983-3000,1025 aurora avenue,60540,"spanish,tapas",21
310,won kow,95,3.9,(312) 842-7500,2237 s. wentworth avenue,60616,"asian,chinese,dim sum",7
311,flour and stone,29,3.0,(312) 822-8998,355 e. ohio street,60611,pizza,5
312,letizia's natural bakery,97,3.5,(773) 342-1011,2144 w. division street,60622,"american,italian",1
313,taco joint,60,3.6,(312) 337-8226,158 w. ontario street,60654,mexican,5
314,melrose restaurant,112,3.4,(773) 327-2060,3233 n. broadway street,60657,american,4
315,el gallo tapatio ii,39,3.7,(708) 371-9668,13642 cicero avenue,60445,mexican,3
316,santiago's mexican restaurant,78,3.6,(708) 354-0700,24 w. calendar avenue,60525,mexican,4
317,zaleski & horvath market cafe,58,3.5,(773) 538-7372,1126 e. 47th street,60653,"deli,sandwich,cafe",4
318,roof on thewit,50,3.3,(312) 239-9501,thewit hotel,60601,new american,5
319,buca di beppo,93,3.5,(708) 349-6262,15350 s. 94th avenue,60462,italian,5
320,meli cafe,352,3.8,(312) 454-0748,301 s. halsted street,60661,"american,healthy food",18
321,westwood tavern & tap,90,3.4,(847) 969-9500,1385 meacham road,60173,"american,asian,burger,sushi",5
322,summer noodle & rice,48,4.1,(773) 761-8500,1123 w. granville avenue,60660,"asian,thai",6
323,champps restaurant & bar,84,3.5,(708) 873-0033,16165 s. la grange road,60467,"american,burger",5
324,sesame inn,65,3.6,(708) 229-2373,2941 w. 95th street,60805,"chinese,japanese,thai,sushi",4
325,the local chicago,50,3.5,(312) 280-8887,198 e. delaware plaza,60611,american,4
326,pinstripes,117,3.6,(847) 480-2323,1150 willow road,60062,american,3
327,plush horse ice cream,94,4.6,(708) 448-0550,12301 south 86th ave,60464,"desserts,ice cream",6
328,little ricky's rib joint,138,3.6,(847) 784-1444,540 lincoln avenue,60093,"american,bbq",8
329,flossmoor station brewing company,121,4.2,(708) 957-2739,1035 sterling avenue,60422,american,8
330,uncle mike's place,75,4.1,(312) 226-5318,1700 w. grand avenue,60622,"diner,american,sandwich",6
331,joy's noodles and rice,607,3.9,(773) 327-8330,3257 n. broadway street,60657,thai,16
332,quartino,1025,3.9,(312) 698-5000,626 n. state street,60654,"italian,pizza",59
333,one north kitchen and bar,40,3.5,(312) 750-9700,1 n. wacker drive,60606,"american,seafood",3
334,preservation bread and wine,79,4.0,(630) 208-1588,513 s. third street,60134,"tapas,sandwich",7
335,cai,37,3.5,(312) 326-6888,2100 s. archer avenue,60616,"chinese,dim sum",6
336,masada,7,2.6,(773) 697-8397,2206 n. california avenue,60647,middle eastern,3
337,ara on,67,3.7,(312) 781-7300,160 w. adams street,60603,"french,asian,sushi",10
339,plymouth restaurant & bar,71,3.6,(312) 362-1212,327 s. plymouth court,60604,"american,burger",3
340,bottlefork,20,3.3,(312) 955-1900,441 n. clark street,60626,"american,bar food",4
341,dozeli pizzeria,131,4.4,(708) 755-9540,3324 chicago road,60411,"pizza,burger,american",1
342,pete miller's seafood & prime steak,74,3.5,(847) 243-3700,412 n. milwaukee avenue,60090,"seafood,steakhouse",9
343,chicago q,303,4.0,(312) 642-1160,1160 n. dearborn street,60610,"american,bbq",19
344,il forno pizza & pasta,103,4.0,(847) 940-8611,750 osterman avenue,60015,"italian,pizza",6
345,millrose restaurant,82,3.3,(847) 382-7673,45 s. barrington road,60010,american,9
346,thai bowl,104,3.5,(312) 226-5865,1049 w. taylor street,60607,thai,3
347,tavern on la grange,112,2.4,(708) 469-7750,5403 s. lagrange road,60525,"american,bar food",18
348,bangkok village,58,3.5,(630) 369-9756,22 e. chicago avenue,60540,thai,5
349,roditys,108,3.7,(312) 454-0800,222 s. halsted street,60661,"greek,mediterranean",6
350,franks for the memories,73,3.8,(847) 949-9464,645 e. hawley street,60060,"american,burger",5
351,dusties southern style buffet,190,3.9,(708) 228-5500,4012 lincoln highway,60443,southern,7
352,mama thai,227,3.8,(708) 386-0100,1112 madison street,60302,thai,2
353,vivere,86,3.5,(312) 332-4040,italian village,60603,italian,8
354,lawry's the prime rib,291,3.6,(312) 787-5000,100 e. ontario street,60611,steakhouse,31
355,the boarding house,47,4.1,(312) 280-0720,720 n. wells street,60654,american,7
356,26th street sugar shack,15,3.1,(312) 225-6568,630 w. 26th street,60616,"desserts,ice cream",3
357,miramar bistro,99,3.5,(847) 433-1078,301 waukegan avenue,60040,french,8
358,renaldi's pizza pub,91,3.5,(773) 248-2445,2827 n. broadway street,60657,"italian,pizza",3
359,flash taco,85,2.3,(773) 772-1997,1570 n. damen avenue,60622,"fast food,mexican",9
360,barolo restaurant,139,3.6,(815) 729-3606,2765 black road,60435,"italian,seafood,steakhouse",13
361,retro bistro,92,3.6,(847) 439-2424,mt. prospect commons,60056,french,2
362,sushi nest,154,3.8,(630) 833-5088,142 n. york road,60126,"japanese,sushi",7
363,harmony grill,89,3.7,(773) 525-2508,3159 n. southport avenue,60657,american,6
364,curry hut,89,3.5,(847) 432-2889,410 sheridan road,60040,"indian,tibetan",11
365,greenriver,8,3.3,(312) 337-0101,northwestern memorial hospital,60611,new american,6
366,cucina biagio,60,3.7,(708) 867-4542,7319 w. lawrence avenue,60706,italian,7
367,bravo! cucina italiana,98,3.5,(847) 724-8400,2600 navy boulevard,60026,italian,5
368,front street cantina,109,3.7,(630) 369-5218,15 w. jefferson avenue,60540,mexican,9
369,ari's kitchen,17,3.1,(630) 340-3569,362 n. randall road,60542,"american,greek",2
370,devil dawgs,25,3.2,(312) 583-9100,767 s. state street,60605,american,1
371,tom & eddie's,90,3.8,(630) 705-9850,348 yorktown shopping center,60148,"american,burger",7
372,emmett's tavern & brewing co,127,3.6,(847) 428-4500,128 w. main street,60118,american,9
373,moe joe's,148,3.5,(815) 230-2790,24033 w. lockport steet,60544,"caribbean,cajun",12
374,barraco's,139,4.1,(708) 424-8182,3701 w. 95th street,60805,"pizza,italian",11
375,mystic celt,91,3.5,(773) 529-8550,3443 n. southport avenue,60657,"irish,american",3
376,intelligentsia coffee,185,4.2,(312) 920-9332,53 e. randolph street,60601,cafe,7
377,winberie's restaurant & bar,137,3.7,(708) 386-2600,151 n. oak park avenue,60301,american,5
378,mellow yellow,85,3.3,(773) 667-2000,1508 e. 53rd street,60615,"american,burger",5
379,javier's sabor mexicano & agave bar,180,3.8,(847) 255-7075,8 w. miner street,60004,mexican,8
380,bavaria hof,56,2.8,(847) 891-7997,933 s. roselle road,60193,german,18
381,michael's,114,4.3,(773) 929-4149,4091 n. broadway,60613,"pizza,italian",5
382,barba yianni grecian taverna,97,3.6,(773) 878-6400,4761 n. lincoln avenue,60625,"greek,mediterranean",4
383,cafe bella,68,4.6,(773) 292-5040,3311 w. fullerton avenue,60647,"cafe,american",5
384,t l's four seasons chinese,186,3.8,(630) 830-1988,110 w. bartlett avenue,60103,"chinese,japanese,sushi",7
385,penny's noodle shop,98,3.6,(773) 281-8448,950 w. diversey parkway,60614,"asian,thai",2
386,tango,93,3.5,(630) 848-1818,5 w. jackson avenue,60540,"tapas,argentine",6
387,joy yee's noodles,507,3.9,(847) 733-1900,521 davis street,60201,"chinese,thai",23
388,new wave coffee,85,3.7,(773) 549-0686,2557 n. milwaukee avenue,60647,"cafe,sandwich",9
389,iii forks,59,3.4,(312) 938-4303,180 n. field boulevard,60601,"steakhouse,seafood",7
391,bulldogs grill,25,3.2,(847) 223-2388,217 center street,60030,"burger,american",1
392,oh fusion,19,3.0,(773) 880-5341,3911 n. sheridan road,60613,"seafood,thai",2
393,riganato old world grille,61,4.5,(331) 248-0191,700 e. state street,60134,"greek,italian,mediterranean",5
394,udupi palace,46,3.4,(773) 338-2152,2543 w. devon avenue,60659,indian,3
395,capannari ice cream,199,4.2,(847) 392-2277,10 s. pine street,60056,"desserts,ice cream",3
396,de marco's,65,3.7,(630) 285-9200,5n105 route 53,60143,italian,13
397,poag mahone's,68,3.8,(312) 566-9100,333 s. wells street,60606,"american,burger,sandwich",5
398,oysy sushi,411,3.5,(312) 670-6750,50 e. grand avenue,60611,"asian,japanese,sushi",22
399,egg basket pancake house,93,3.7,(630) 483-1200,880 s. barrington road,60107,american,5
400,tuscany,75,3.7,(847) 465-9988,550 s. milwaukee avenue,60090,"italian,pizza",7
402,the drinkingbird,12,3.2,(773) 472-9920,2201 n. clybourn avenue,60614,american,5
403,giacomo's ristorante,135,3.8,(847) 390-7330,740 n. wolf road,60016,italian,9
404,anong thai cuisine,93,4.1,(773) 292-5007,2532 n. california avenue,60647,thai,7
405,sushi house,60,3.6,(630) 221-8986,281 rice lake square,60187,"japanese,sushi",7
406,papaspiros,103,3.4,(708) 358-1700,728 lake street,60301,greek,3
407,niche,114,3.5,(630) 262-1000,14 s. third street,60134,new american,6
408,umai,30,2.9,(312) 986-8888,730 s. clark street,60605,"japanese,sushi",0
409,the aviary,133,4.9,(312) 226-0868,953 w. fulton market,60607,new american,11
410,jurin,197,4.2,(847) 488-1290,588 randall road,60177,"japanese,sushi",6
411,el nuevo mexicano,95,3.7,(773) 528-2131,2914 n. clark street,60657,"latin american,mexican",4
413,great seas chinese restaurant,90,3.9,(773) 478-9129,3254 w. lawrence avenue,60625,"asian,chinese",2
414,el hefe super macho taqueria,20,3.1,(312) 548-6841,15 w. hubbard street,60654,mexican,6
415,granite city food & brewery,9,2.9,(630) 523-5700,801 n. plaza drive,60173,american,3
416,the onion pub & brewery,70,3.4,(847) 381-7308,22221 n pepper rd,60010,"american,pub food",9
417,burrito beach,39,3.3,(312) 335-0668,200 e. ohio street,60611,"mexican,southwestern",6
418,prost!,40,3.5,(773) 880-9900,2566 n. lincoln avenue,60614,german,1
419,lao shanghai restaurant,41,3.5,(312) 808-0830,2163 s. china place,60616,"asian,chinese",1
420,sprinkles cupcakes,181,4.2,(312) 573-1600,50 e. walton street,60611,desserts,15
421,el nuevo borinquen restaurant,90,3.8,(773) 227-6038,1720 n. california avenue,60647,puerto rican,2
422,baffo - eataly,10,3.1,(312) 521-8701,eataly,60611,italian,2
423,mi tierra,82,3.3,(773) 929-7955,1039 w. belmont avenue,60657,mexican,6
424,thai gourmet,93,4.3,(847) 816-3999,226 peterson road,60048,thai,10
425,india house,62,3.3,(847) 278-0760,721 w. golf road,60169,indian,10
426,kokopelli,29,3.4,(773) 698-7670,1324 n. milwaukee avenue,60622,mexican,1
427,chowpatti vegetarian restaurant,81,3.7,(847) 640-9554,chowpatti plaza,60005,"indian,italian,mexican,middle eastern,american",7
428,spoon thai,124,3.6,(773) 769-1173,4608 n. western avenue,60625,"asian,thai",2
429,moy goy inn,109,4.2,(708) 354-5992,719 w. hillgrove avenue,60525,chinese,6
430,pita house restaurant,33,3.4,(630) 576-5059,340 e. roosevelt road,60148,middle eastern,2
431,rock bottom brewery,242,3.6,(312) 755-9339,1 w. grand avenue,60610,"american,burger,sandwich",27
432,taco grill & salsa bar,85,4.1,(630) 353-0964,111 w. ogden avenue,60559,mexican,6
433,l'appetito,54,3.5,(312) 787-9881,30 e. huron street,60611,"italian,sandwich,pizza,deli",6
435,blueberry hill pancake house,70,4.0,(630) 734-1300,7340 route 83,60561,american,7
436,jimmy's charhouse,72,3.4,(847) 549-9900,2290 point boulevard,60123,"american,bbq",4
437,lucia's ristorante,141,3.8,(773) 292-9700,1825 w. north avenue,60622,"italian,pizza,sandwich",2
438,village tavern & grill,84,4.2,(630) 668-1101,291 s. schmale road,60188,american,9
439,hot spot hot dogs,119,3.6,(630) 690-3644,1030 fountain view drive,60188,fast food,6
440,chef's burger bistro,26,3.2,(312) 374-3092,164 e. grand avenue,60611,"american,burger",8
441,vertigo sky lounge,32,3.3,(312) 202-6060,dana hotel and spa,60654,"new american,bar food",6
442,bang bang pie shop,71,4.9,(773) 276-8888,2051 n. california avenue,60647,"american,bakery",10
443,parthenon,236,3.6,(312) 726-2407,314 s. halsted street,60661,"greek,mediterranean",20
444,matsuya,96,3.8,(773) 477-1652,3242 n. clark street,60657,"asian,japanese,sushi",4
445,colonial cafe,50,3.4,(630) 420-7722,8 w. gartner road,60540,"american,ice cream",3
446,thai sookdee,106,3.8,(847) 866-8012,1016 church street,60201,thai,11
447,the halal guys,4,2.8,(312) 877-5575,49 w. division street,60610,"middle eastern,mediterranean",3
448,kappy's american grill,81,3.4,(847) 470-1900,7200 w. dempster street,60053,american,9
449,allende restaurant,90,3.6,(773) 477-7114,2408 n. lincoln avenue,60614,mexican,7
450,ristorante bottaio,113,3.8,(847) 573-1800,946 n. milwaukee avenue,60048,italian,9
451,baisi thai,56,3.2,(312) 642-5030,900 shops,60611,"thai,japanese,chinese",9
452,ron of japan,80,3.4,(312) 644-6500,230 e. ontario street,60611,"japanese,steakhouse",4
453,johnnie's beef,68,3.9,(847) 357-8100,1935 s. arlington heights road,60005,"american,sandwich",7
454,chicago chop house,312,3.4,(312) 787-7100,60 w. ontario street,60654,"seafood,steakhouse",33
455,thipi thai,147,3.8,(708) 588-1002,25 w. calendar court,60525,thai,10
456,lokal,80,3.6,(773) 904-8113,1904 w. north avenue,60622,american,2
457,naansense,35,3.6,(312) 578-8825,171 n. wells street,60606,indian,4
458,new york delicatessen,54,3.8,(773) 799-8642,2921 n. clark street,60657,"cafe,sandwich,deli",0
459,ahjoomah's apron,8,3.0,(312) 326-2800,218 w. cermak road,60616,korean,1
460,graziano's,94,3.5,(847) 647-4096,5960 w. touhy avenue,60714,"italian,seafood",6
461,mustard's last stand,147,3.7,(847) 864-2700,1613 central street,60201,american,4
462,jd's q & brew,36,3.2,(847) 670-0100,286 west rand road,60004,"american,bbq,burger",10
463,margie's candies,61,4.3,(773) 348-0400,1813 w. montrose avenue,60613,"ice cream,sandwich",6
464,bongiorno's italian deli & pizzeria,39,3.5,(312) 755-1255,405 n. wabash avenue,60611,"pizza,sandwich,deli,italian",9
465,momotaro,21,3.3,(312) 733-4818,820 w. lake street,60607,"japanese,sushi",5
466,mccormick & schmick's,67,3.2,(630) 571-3700,3001 butterfield road,60523,"steakhouse,seafood",3
467,omega restaurant,92,3.5,(630) 963-0300,1300 ogden avenue,60515,"american,bakery",3
468,pizzeria brandi,87,3.7,(312) 794-5900,67 e. cermak road,60616,"italian,pizza",5
469,basilico ristorante,59,3.8,(708) 452-6400,cumberland professional center,60706,italian,11
470,sarks in the park,120,3.5,(773) 404-9000,444 w. fullerton parkway,60614,american,7
471,dung gia,95,3.7,(847) 803-4402,1436 miner street,60016,vietnamese,6
472,red door,26,3.4,(773) 697-7221,2118 n. damen avenue,60647,"new american,bar food",4
473,johnny's kitchen & tap,86,4.0,(847) 699-9999,1740 milwaukee avenue,60025,american,8
474,wild fish,93,3.5,(847) 317-9453,730 waukegan road,60015,"sushi,japanese",5
475,julius meinl,42,3.7,(773) 868-1876,4363 n. lincoln avenue,60618,cafe,4
476,the wiener's circle,339,3.7,(773) 477-7444,2622 n. clark street,60614,"fast food,american",17
478,rudy's bar and grill,60,3.5,(312) 332-8111,69 e. madison street,60603,"american,bar food,burger",5
479,frances' restaurant & deli,101,3.7,(773) 248-4580,2552 n. clark street,60614,american,4
480,peggy kinnanes irish restaurant & pub,111,3.4,(847) 577-7733,8 n. vail avenue,60005,irish,7
481,perogi heaven,60,4.0,(312) 263-9305,169 n. wells street,60606,polish,4
482,kabul house,76,4.3,(847) 674-3830,4949 oakton street,60077,afghani,5
483,olive garden,66,3.4,(847) 619-9095,1925 e. golf road,60173,italian,2
484,dollop coffee co.,24,3.3,(773) 248-6300,824 w. belmont avenue,60657,cafe,3
485,grecian kitchen,36,3.4,(847) 677-5507,3938 w. dempster street,60076,"american,greek",2
486,benihana,136,3.7,(630) 571-4440,747 e. butterfield road,60148,"japanese,sushi",6
487,medici on 57th,567,4.0,(773) 667-7394,1327 e. 57th street,60637,"american,burger,pizza,sandwich,bakery",16
488,staropolska restaurant,53,4.2,(773) 342-0779,3030 n. milwaukee avenue,60618,"eastern european,polish",11
489,maria's mexican restaurant,54,3.4,(773) 992-2288,9440 foster avenue,60656,"mexican,seafood",8
490,yummy buffet,55,3.7,(773) 539-3388,3925 w. lawrence avenue,60625,chinese,1
491,egg shack,56,4.4,(708) 389-8590,1727 w. 127th street,60827,cafe,3
492,kroll's south loop,108,3.5,(312) 235-1400,1736 s. michigan avenue,60616,"american,burger",6
493,small bar,62,4.4,(773) 509-9888,2956 n. albany avenue,60618,american,8
494,kaiser's pizza & pub,61,3.7,(847) 336-6500,1801 n. highway 21,60031,pizza,2
495,little goat bakery,14,3.3,(312) 888-3455,820 w. randolph street,60607,bakery,3
496,leona's restaurant,57,3.2,(847) 759-0800,1504 miner st,60016,"italian,pizza,sandwich",9
497,grk greek kitchen,44,3.6,(312) 606-0633,219 w. washington street,60606,"greek,mediterranean",7
498,sable kitchen & bar - hotel palomar chicago,277,3.7,(312) 755-9704,hotel palomar chicago,60654,"american,fusion",24
499,taste of paris,123,4.1,(847) 949-9991,161 n. seymour avenue,60060,"french,bakery",18
500,michael's chicago style red hots,183,3.7,(847) 432-3338,1879 2nd street,60035,"american,fast food",3
501,summer house santa monica,61,4.3,(773) 634-4100,1954 n. halsted street,60614,"american,california",14
502,bohemian house,42,4.8,(312) 955-0439,11 w. illinois street,60654,"new american,german,eastern european",7
503,india house,332,3.7,(312) 645-9500,59 w. grand avenue,60610,indian,19
504,toast,354,3.9,(773) 935-5600,746 w. webster avenue,60614,american,14
505,green street smoked meats,42,4.6,(312) 754-0434,112 n. green street,60607,bbq,10
506,sunda,470,3.9,(312) 644-0500,110 w. illinois street,60654,asian,46
507,al's italian beef,204,3.7,(312) 226-4017,1079 w. taylor street,60607,"fast food,italian,sandwich",19
508,yolk,340,3.9,(312) 787-2277,747 n. wells street,60654,american,23
509,reza's,156,3.6,(312) 664-4500,432 w. ontario street,60610,"mediterranean,middle eastern,sandwich",14
510,catch 35,271,3.6,(312) 346-3500,35 w. upper wacker drive,60601,"seafood,steakhouse",26
511,havana,228,3.7,(312) 644-1900,412 n. clark street,60654,"cuban,latin american",23
512,calo ristorante,597,3.9,(773) 271-7782,5343 n. clark street,60640,"italian,pizza",21
513,monk's pub,95,3.8,(312) 357-6665,205 w. lake street,60606,"burger,sandwich,american",10
514,walker bros. original pancake house,526,4.3,(847) 251-6000,153 green bay road,60091,american,10
515,margie's candies,207,3.9,(773) 348-0400,1960 n. western avenue,60647,"ice cream,sandwich",12
516,pita inn,478,4.2,(847) 677-0211,4710 dempster street,60076,"middle eastern,mediterranean",7
517,frontera grill,1283,4.2,(312) 661-0381,445 n. clark street,60654,mexican,89
518,tufano's vernon park tap,454,4.0,(312) 733-3393,1073 w. vernon park plaza,60607,italian,11
519,doughnut vault,118,4.3,(312) 285-2830,402 1/2 n. franklin street,60654,donuts,11
520,bin 36,244,3.7,(312) 995-6560,161 n. jefferson street,60661,"american,tapas",16
521,weber grill restaurant,277,3.8,(847) 413-0800,1010 n. meacham road,60173,"steakhouse,american",23
