custom_id,brand,modelno,title,price,descr,shipweight,dimensions1,dimensions2,dimensions3
105,omnimount,ecsb,omnimount component shelf - black,33.54,glass component shelf holds home theater electronics mounted television no more heaps of tangled wires,16.36,20.1,18.0,9.1
106,koss,sportapro,koss stereophones with flexible headband design,29.88,flexible headband design allows listener to wear the headband on top of or behind-the-head,1.52,8.58,8.36,4.24
107,inland,87010,inland lightweight headphones with volume control,7.82,adjustable headband in-line volume control wheel convenient single sided cord position 6 foot cord lightweight durable plastic  compatible with all sound cards and portable music devices.,0.16,10.1,9.3,3.9
108,targus,cvr617,targus 17  groove backpack for laptops black,37.88,durable nylon construction  front storage section with media compartment   side pocket for water bottle,1.75,19.3,14.8,1.9
109,imation,26607,imation 26607 rdx cartridge hard drive,117.84,160gb storage capacity  internal form factor  serial ata host interface,0.5,4.94,3.75,1.19
110,lacie,130752,lacie 130752 rugged hard drive sleeves,16.84,protect your lacie rugged hard drive in style with these colorful sleeves  easily changeable yet durable once on  hard drive skin,0.6,6.84,3.375,3.15
111,rubbermaid commercial,q96600,rubbermaid commercial pulse caddy with clean connect 2 gal,41.97,,3.6,14.125,10.75,8.75
112,edge,pe20779302,edge 2gb 2x1gb pc25300 ecc 240 pin fully buffered kit apple,79.88,highest quality memory available lifetime warranty and double tested to ensure compatibility,0.4,9.0,6.0,3.0
113,draper,111599,draper matte white signature series e electric screen  - hdtv 119 diagonal,2312.5,signature series e ceiling-recessed electric projection screen. independently motorized aluminum ceiling closure disappears into the white case when screen is lowered. hinges are completely concealed. the closure is supported for its entire length preventing the possibility of sag. features -clean appearance of a ceiling-recessed screen..-black borders standard on all formats optional on av ..-depending on surface available in sizes through 16 x 16 and 240 ntsc..-custom sizes available..-warranted for one year against defects in materials and workmanship.. screen material matte white the standard to which all other screen surfaces are compared. matt white vinyl reflective surface laminated to tear-resistant woven textile base. a matt white surface diffuses projected light in all directions so the image can be seen from any angle. provides accurate color rendition as well as superior clarity. recommended for use with all high light output projection devices. requires control of ambient light in the audience area. washable flame and mildew resistant. peak gain 1.0.,155.0,0,0,0
114,draper,200126,draper m2500 premier series c manual screen - 161 diagonal hdtv format,1948.95,manually operated wall screen with tab tensioning system which holds the surface taut and wrinkle-free. delivers outstanding picture quality even with sophisticated data graphics projectors. features -projected image is framed by standard black masking borders at sides -meets the exacting requirements of large-screen video and data projection -viewing surface is raised and lowered by turning a detachable polished aluminum crank handle -black case with matching endcaps -warranted for 1 year against defects in materials and workmanship  installation instructions,95.0,0,0,0
115,xantech,xvcd100,xantech 100w decora-style impedance matching volume control,56.88,xantech 100w decora-style impedance matching volume control adjustable impedance 100w output power connect up to 8 pairs of speakers 11 steps of attenuation 14-gauge quick-connect speaker terminals includes almond white ivory and black decora knobs and plates,1.2188,4.75,3.75,2.5
116,pioneer,avicu220,pioneer add-on navigation system for nav-ready pioavh models,428.0,free 12 million poi upgrade easy to install model avic-u220,2.15,10.0,6.5,3.6
117,generic,19604,peace out 2-pocket folder,0.0,easy to use great for school,0.0,11.75,9.5,0.1
118,v7,v7n2c610fgrys,v7 10 cat6 snagless molded network patch cable gray,5.88,stringent specifications for reducing cross talk and system noise maximizes your lan speed great for higher bandwidth applications,0.3,10.0,8.0,1.0
119,house of doolittle,,house of doolittle                                 express track daily appointment book monthly planner 5 x 8 black 2012,15.19,designed with the working person in mind. hourly appointment schedule for the workweek. tips for prioritizing and goal setting. calming blue-green printing. edition year 2009 global product type appointment books calendar term 12-month january-december calendar format daily monthly.product details -calendar reference blocks four months on daily spreads. -binding type wirebound. -appointment ruling hourly 8 am to 5 45 pm monday-friday. -separate sections daily note space monthly note space three-year calendar reference tips for prioritizing and setting goals. -calendar format daily monthly. -page color scheme white pages. -cover material s embossed simulated leather. -cover color s black. -sheet size w x h 5 in x 8 in. -edition year 2009. -julian dates yes. -global product type appointment books. -page format one month per two-page spread one weekday per page saturday sunday combined. -refillable non-refillable. -calendar term 12-month january-december. -dated undated dated. -product is in compliance with the governmental epa cpg standards for environmental friendly products..package includes appointment book planner.product is made of at least partially recycled materialgreen product 50pct recycled fiber covers 30pct post-consumer recycled paper printed with soy inks,1.0417,0,0,0
120,visual land,me965l4gbprp,visual land v-touch pro 4gb flash portable media player purple,49.0,3  touchscreen display functions video player voice recorder fm tuner photo viewer audio player and 2.0mp camera rechargeable built-in battery,0.35,8.5,5.5,1.2
121,jvc,kdr320,jvc kd-r320 cd receiver,70.0,dual aux inputs fully detachable faceplate includes wireless remote,4.0,10.787,9.685,4.488
122,belkin,f8n296,belkin 16  circuit quilted laptop sleeve black,24.88,fits 16  laptops adjustable strap color black,0.96,16.81,12.28,2.38
123,pilot,31004,pilot g2 retractable gel ink roller ball pen extra fine point 12-count,15.94,visible ink supply and pocket clip features a metal tip plus a contoured rubber grip gel ink formula,0.312,0,0,0
124,link depot,ldmsdusb,link depot usb 2.0 flash memory card reader microsd secure digital sd,4.98,world s smallest card reader insertion technology into the usb connector allows for reduction of size lightweight and portable,0.65,4.5,4.0,1.5
125,ifrogz,epcs40orgmrn,ifrogz earpollution cs40-orange marin,39.99,crisp high-definition stereo sound thick rich bass driver unit 40mm,0.5,10.0,5.6,1.2
126,startech,hdmimm1,startech 1 hdmi to hdmi digital video cable,10.73,molded connectors with strain relief gold plated connectors supports bandwidth up to 340mhz,0.1,5.5,4.2,0.7
127,audiovox,schdoc1,audiovox sirius connect home dock for sp st sv 3-5,55.13,use a single sirius subscription for multiple listening locations use existing radio to add sirius to any sirius-ready audio system,2.5,7.3,5.1,4.1
128,tribeca,fva3791,tribeca varsity jacket hard shell case for ipod touch detroit redwings,18.99,fits 4th generation ipod touch rugged hard shell construction easy access to ports,0.9,7.75,4.0,0.75
129,motorola,89423n,motorola tz700 bluetooth roadster visor speaker,54.54,listen to your calls over the car speakers roadster reads out messages and lets the driver dictate text responses dual microphone noise cancellation,0.64,9.0,5.1,2.2
130,bushnell,,bushnell backtrack personal locator tech gray,49.99,weather resistant self-calibrating digital compass stores and locates three locations,0.0,0,0,0
131,kensington,k39304us,kensington virtuoso ipad stylus and pen,17.54,create annotate and capture ideas on ipad functions as ipad stylus and ballpoint pen soft and durable comfort grip,0.1,5.4,1.9,1.1
132,sabrent,ntwghu,sabrent usb 2.0 wireless 802.11g adapter,24.88,7  72mbps turbo mode,1.5,10.0,8.0,2.8
133,apple,mc983lla,apple ipad 2 with wi-fi 3g at t white 32gb,729.0,ipad 2 with wi-fi 3g at t available in 16gb 32gb 64gb 9.7-inch diagonal led-backlit display with ips technology front and back cameras,2.7,11.3,9.4,3.6
134,encore,24751,encore marooned pc,10.88,solve 3 different types of hidden object challenges decipher brain twisting puzzles set on a mysterious deserted island,0.1,6.0,5.0,0.5
135,panasonic,panasonic sdrs70s,panasonic sdr-s70s silver sd camcorder w 70x optical zoom 2.7  lcd display,236.32,720 x 480 resolution video 70x optical zoom 2.7  lcd display,1.85,4.22,2.51,2.16
136,v7,v7n2dvi10fblk,v7 10 dvi male to male cable,12.88,cable length 10 connector on first end 1 x dvi dual-link male video connector on second end 1 x dvi dual-link male video,0.45,9.0,6.5,1.4
137,casio,xja235u,casio xj-a235u green slim dlp projector,1199.99,standard mode brightness 2500 lm color support 16.7 million colors 24-bit native resolution 1280 x 800,9.25,15.1,10.8,6.7
138,night owl,apollo45,night owl optics apollo-45 4-channel h.264 500gb dvr kit,338.0,pre-installed 500gb sata hd motion activated email alerts 4 color indoor outdoor night vision 30 cameras,6.5,11.6,8.5,1.8
139,sony,nszgt1,sony nsz-gt1 internet tv and blu-ray disc player powered by google tv,198.0,google tv seamlessly searches your tv the entire web and apps blu-ray disc playback capability superior performance of the intel atom processor 1.66ghz,9.9,13.0,9.8,2.3
140,merkury,mbns9gs,merkury shoot-n-share case sunrise gumball,8.88,neoprene body is weather resistant and easy to clean compatible with most shoot and share cameras includes wrist strap,0.2,7.55,3.54,1.1
141,panasonic,rphx40g,panasonic slimz over-ear headphone green rp-hx40-g,34.88,thin and lightweight design hybrid diaphragm provides powerful bass clear treble fold-flat design,1.0,9.1,7.2,1.4
142,cables unlimited,ioc2000,cables unlimited - 1 port db9 serial neos 9820 chipset pci i o card,20.88,this easy to install and configure pci card adds one extra high-speed serial port to any pc.,0.2,17.32,14.57,13.89
143,cyberpower,1030ht,cyberpower 1030ht home theater surge protector,69.88,ultimate high-end audio video surge protector offers 6000 joules of mov power protection,6.5,25.25,10.25,3.5
