custom_id,brand,modelno,title,price,descr,dimensions,shipweight
92,Da-Lite,93605,Da-Lite Deluxe Anti-Sway Brace For Fast Fold Deluxe Screens,132.99,Deluxe Anti-Sway Brace increases lateral stability for Deluxe Fast Fold Screens over 14 Wide. Features -Price is per pair -Attaches using hook clamps sold separately,,10.0
93,Da-Lite,73197,Da-Lite Natural Walnut Veneer Model B Manual Screen with Matte White Fabric - 64 x 84 diagonal Video Format,261.99,Features -Veneer wrapped case fits any room decor..-Choice of seven veneer finishes light oak medium oak mahogany cherry natural walnut heritage walnut or honey maple ..-Provides dependable service and beauty.-Pull cord included.. Screen Material Matte White One of the most versatile screen surfaces and a good choice for situations when presentation material is being projected and ambient light is controllable. Its surface evenly distributes light over a wide viewing area. Colors remain bright and life-like with no shifts in hue. Flame retardant and mildew resistant. Viewing Angle 60  Gain 1.0,,25.0
94,Audiovox,SCDK1,Audiovox Sirius CATV Distribution Kit,42.64,Connect 1 or 2 Sirius satellite radios Flexibility in placement of the outdoor antenna and satellite Works with all Sirius Radios and Tuners,12.5 x 5.75 x 2.75 inches,2.4
95,Verbatim,VER97255,Verbatim Smartdisk Optical Mini Travel Mouse Red,17.2,Ultra portable design Retractable USB cable USB 2.0 interface,8.5 x 4.94 x 1.5 inches,0.19
96,HP,HP CE505XD,HP CE505XD Black LaserJet Print Cartridges 2pk,258.84,2 print cartridges Color black Printing technology LaserJet,1.0 x 1.0 x 1.0 inches,5.75
97,RCA,42LA45RQ,RCA 42  Class LCD 1080p 60Hz HDTV 42LA45RQ,429,41.1  screen measured diagonally from corner to corner HDMI inputs 3 Wall-mountable detachable base 4 000 1 contrast ratio and 6.5ms response time,43.7 x 30.0 x 10.1 inches,46.9
98,LaCie,LAC130992,LaCie FireWire 800 ExpressCard 34,45,Add 2 FireWire 800 ports to your laptop Compatible with FireWire 400 products Transfer rates up to 800Mb s,8.2 x 6.8 x 1.1 inches,0.26
99,Encore Software,10958,Mortimer Beckett Time Paradox Jewel Case,7.82,Travel through 8 different eras Solve puzzles and collect items Adventure game,5.7 x 5.1 x 0.6 inches,0.1
100,Canon,5035B001AA,Canon PowerShot A3300 IS Black 16.0MP Digital Camera with 5x Optical Zoom 3.0  LCD 720p Video w 50 Bonus Prints,156.54,16.0 megapixel resolution 5x optical zoom wide-angle lens 3.0  LCD screen,3.7 x 2.2 x 0.9 inches,1.0
101,Bling Software,80244,Bling Software 123 Copy DVD 2010 Windows,32.98,Copy DVDs Copy Blu-ray discs to standard DVD Download and burn videos,7.5 x 5.5 x 1.25 inches,0.15
102,Case Logic,DCB-309BLACK,Case Logic SLR Camera Backpack,79.99,Case Logic SLR Camera Backpack This SLR backpack combines practicality and style with customizable organization and sleek lines. Carry everythingSLR camera lenses flash and laptopcomfortably on your back. Designed to fit SLR camera with lens up to 70-200mm attached Adjustable divider system provides customizable organization for 2-3 additional lenses flash and other camera accessories 15 inch MacBook Pro  or 14 inch PC fit in the padded laptop compartment  Unzip side pocket slide your tripod inside and secure it at the top with the adjustable buckle serves as additional accessory storage when not using a tripod Weather hood fits snugly over the bag to protect from the elements when not in use roll into its stuff sack for storage Front pocket provides storage for any non-camera items you require A padded front panel ensures your camera and accessories are protected from impact Convenient mesh water bottle pouch  Innovative strap management system eliminates messy hanging straps,17.3 x 11.4 x 8.4 inches,4.0
103,Panasonic,KX-TGA660B,Panasonic KX-TGA660B DECT 6.0 Plus Digital Cordless Handset Black,40.88,Compatible with your expandable KX-TGA660 Series cordless answering system Intelligent Eco Mode Color Black,6.9 x 1.9 x 1.3 inches,2.0
104,Vizio,RBE421VA,Vizio 42  Class 1080p 120Hz LCD HDTV RBE421VA Refurbished,479,42.02  diagonal screen size HDMI Inputs 4 Wall mountable SRS TruSurroundHD,39.73 x 26.7 x 9.99 inches,49.9
105,OmniMount,ECSB,OmniMount Component Shelf - Black,33.54,Glass component shelf Holds home theater electronics mounted television No more heaps of tangled wires,20.1 x 18.0 x 9.1 inches,16.36
106,Koss,SPORTA-PRO,Koss Stereophones With Flexible Headband Design,29.88,Flexible headband design allows listener to wear the headband on top of or behind-the-head,8.58 x 8.36 x 4.24 inches,1.52
107,Inland,87010,Inland Lightweight Headphones with Volume Control,7.82,Adjustable headband In-line volume control wheel convenient single sided cord position 6 foot cord Lightweight durable plastic  Compatible with all sound cards and portable music devices.,10.1 x 9.3 x 3.9 inches,0.16
108,Targus,CVR617,Targus 17  Groove Backpack for Laptops Black,37.88,Durable nylon construction  Front storage section with media compartment   Side pocket for water bottle,19.3 x 14.8 x 1.9 inches,1.75
109,Imation,26607,Imation 26607 RDX Cartridge Hard Drive,117.84,160GB storage capacity  Internal form factor  Serial ATA host interface,4.94 x 3.75 x 1.19 inches,0.5
110,LaCie,130752,LaCie 130752 Rugged Hard Drive Sleeves,16.84,Protect your LaCie Rugged Hard Drive in style with these colorful sleeves  Easily changeable yet durable once on  Hard Drive Skin,6.84 x 3.375 x 3.15 inches,0.6
111,Rubbermaid Commercial,Q96600,Rubbermaid Commercial Pulse Caddy With Clean Connect 2 gal,41.97,,14.125 x 10.75 x 8.75 inches,3.6
112,EDGE,PE20779302,EDGE 2GB 2X1GB PC25300 ECC 240 PIN FULLY BUFFERED KIT APPLE,79.88,Highest quality memory available lifetime warranty and double tested to ensure compatibility,9.0 x 6.0 x 3.0 inches,0.4
113,Draper,111599,Draper Matte White Signature Series E Electric Screen  - HDTV 119 diagonal,2312.5,Signature Series E ceiling-recessed electric projection screen. Independently motorized aluminum ceiling closure disappears into the white case when screen is lowered. Hinges are completely concealed. The closure is supported for its entire length preventing the possibility of sag. Features -Clean appearance of a ceiling-recessed screen..-Black borders standard on all formats optional on AV ..-Depending on surface available in sizes through 16 x 16 and 240 NTSC..-Custom sizes available..-Warranted for one year against defects in materials and workmanship.. Screen Material Matte White The standard to which all other screen surfaces are compared. Matt white vinyl reflective surface laminated to tear-resistant woven textile base. A matt white surface diffuses projected light in all directions so the image can be seen from any angle. Provides accurate color rendition as well as superior clarity. Recommended for use with all high light output projection devices. Requires control of ambient light in the audience area. Washable flame and mildew resistant. Peak gain 1.0.,,155.0
114,Draper,200126,Draper M2500 Premier Series C Manual Screen - 161 diagonal HDTV Format,1948.95,Manually operated wall screen with Tab Tensioning System which holds the surface taut and wrinkle-free. Delivers outstanding picture quality even with sophisticated data graphics projectors. Features -Projected image is framed by standard black masking borders at sides -Meets the exacting requirements of large-screen video and data projection -Viewing surface is raised and lowered by turning a detachable polished aluminum crank handle -Black case with matching endcaps -Warranted for 1 year against defects in materials and workmanship  Installation Instructions,,95.0
115,Xantech,XVCD100,Xantech 100W Decora-Style Impedance Matching Volume Control,56.88,Xantech 100W Decora-Style Impedance Matching Volume Control Adjustable impedance 100W output power Connect up to 8 pairs of speakers 11 steps of attenuation 14-gauge quick-connect speaker terminals Includes almond white ivory and black decora knobs and plates,4.75 x 3.75 x 2.5 inches,1.2188
116,Pioneer,AVIC-U220,Pioneer Add-On Navigation System For Nav-Ready Pioavh Models,428,Free 12 million POI upgrade Easy to install Model Avic-U220,10.0 x 6.5 x 3.6 inches,2.15
117,Generic,19604,Peace Out 2-Pocket Folder,0,Easy to use Great for school,11.75 x 9.5 x 0.1 inches,
118,V7,V7N2C6-10F-GRYS,V7 10 CAT6 Snagless Molded Network Patch Cable Gray,5.88,Stringent specifications for reducing cross talk and system noise Maximizes your LAN speed Great for higher bandwidth applications,10.0 x 8.0 x 1.0 inches,0.3
119,HOUSE OF DOOLITTLE,,HOUSE OF DOOLITTLE                                 Express Track Daily Appointment Book Monthly Planner 5 x 8 Black 2012,15.19,Designed with the working person in mind. Hourly appointment schedule for the workweek. Tips for prioritizing and goal setting. Calming blue-green printing. Edition Year 2009 Global Product Type Appointment Books Calendar Term 12-Month January-December Calendar Format Daily Monthly.PRODUCT DETAILS -Calendar Reference Blocks Four Months on Daily Spreads. -Binding Type Wirebound. -Appointment Ruling Hourly 8 AM to 5 45 PM Monday-Friday. -Separate Sections Daily Note Space Monthly Note Space Three-Year Calendar Reference Tips for Prioritizing and Setting Goals. -Calendar Format Daily Monthly. -Page Color Scheme White Pages. -Cover Material s Embossed Simulated Leather. -Cover Color s Black. -Sheet Size W x H 5 in x 8 in. -Edition Year 2009. -Julian Dates Yes. -Global Product Type Appointment Books. -Page Format One Month Per Two-Page Spread One Weekday per Page Saturday Sunday Combined. -Refillable Non-Refillable. -Calendar Term 12-Month January-December. -Dated Undated Dated. -Product is in compliance with the governmental EPA CPG standards for environmental friendly products..Package Includes appointment book planner.Product is made of at least partially recycled materialGreen Product 50pct Recycled Fiber Covers 30pct Post-Consumer Recycled Paper Printed with Soy Inks,,1.0417
120,Visual Land,ME965L4GBPRP,Visual Land V-Touch Pro 4GB Flash Portable Media Player Purple,49,3  touchscreen display Functions video player voice recorder FM tuner photo viewer audio player and 2.0MP camera Rechargeable built-in battery,8.5 x 5.5 x 1.2 inches,0.35
121,JVC,KDR320,JVC KD-R320 CD Receiver,70,Dual aux inputs Fully detachable faceplate Includes wireless remote,10.787 x 9.685 x 4.488 inches,4.0
122,Belkin,F8N296,Belkin 16  Circuit Quilted Laptop Sleeve Black,24.88,Fits 16  laptops Adjustable strap Color Black,16.81 x 12.28 x 2.38 inches,0.96
123,Pilot,31004,Pilot G2 Retractable Gel Ink Roller Ball Pen Extra Fine Point 12-count,15.94,Visible ink supply and pocket clip Features a metal tip plus a contoured rubber grip Gel ink formula,,0.312
124,Link Depot,LD-MSD-USB,Link Depot USB 2.0 Flash Memory Card Reader MicroSD Secure Digital SD,4.98,World s smallest card reader Insertion technology into the USB connector allows for reduction of size Lightweight and portable,4.5 x 4.0 x 1.5 inches,0.65
125,iFrogz,EPCS40ORGMRN,iFrogz EarPollution CS40-Orange Marin,39.99,Crisp high-definition stereo sound Thick rich bass Driver Unit 40mm,10.0 x 5.6 x 1.2 inches,0.5
126,StarTech,HDMIMM1,Startech 1 HDMI to HDMI Digital Video Cable,10.73,Molded connectors with strain relief Gold plated connectors Supports bandwidth up to 340MHz,5.5 x 4.2 x 0.7 inches,0.1
127,Audiovox,SCHDOC1,Audiovox Sirius Connect Home Dock for SP ST SV 3-5,55.13,Use a single Sirius subscription for multiple listening locations Use existing radio to add Sirius to any Sirius-ready audio system,7.3 x 5.1 x 4.1 inches,2.5
128,Tribeca,FVA3791,Tribeca Varsity Jacket Hard Shell Case for iPod Touch Detroit Redwings,18.99,Fits 4th Generation iPod Touch Rugged hard shell construction Easy access to ports,7.75 x 4.0 x 0.75 inches,0.9
129,MOTOROLA,89423N,Motorola TZ700 Bluetooth Roadster Visor Speaker,54.54,Listen to your calls over the car speakers Roadster reads out messages and lets the driver dictate text responses Dual microphone noise cancellation,9.0 x 5.1 x 2.2 inches,0.64
130,Bushnell,,Bushnell BackTrack Personal Locator Tech Gray,49.99,Weather resistant Self-calibrating digital compass Stores and locates three locations,,
131,Kensington,K39304US,Kensington Virtuoso iPad Stylus and Pen,17.54,Create annotate and capture ideas on iPad Functions as iPad stylus and ballpoint pen Soft and durable comfort grip,5.4 x 1.9 x 1.1 inches,0.1
132,Sabrent,NT-WGHU,Sabrent USB 2.0 Wireless 802.11g Adapter,24.88,7  72Mbps Turbo mode,10.0 x 8.0 x 2.8 inches,1.5
133,Apple,MC983LL/A,Apple iPad 2 with Wi-Fi 3G AT T White 32GB,729,iPad 2 with Wi-Fi 3G AT T Available in 16GB 32GB 64GB 9.7-inch diagonal LED-backlit display with IPS technology Front and back cameras,11.3 x 9.4 x 3.6 inches,2.7
134,Encore,24751,Encore Marooned PC,10.88,Solve 3 different types of hidden object challenges Decipher brain twisting puzzles Set on a mysterious deserted island,6.0 x 5.0 x 0.5 inches,0.1
135,Panasonic,Panasonic SDR-S70-S,Panasonic SDR-S70S Silver SD Camcorder w 70x Optical Zoom 2.7  LCD Display,236.32,720 x 480 resolution video 70x optical zoom 2.7  LCD display,4.22 x 2.51 x 2.16 inches,1.85
136,V7,V7N2DVI-10F-BLK,V7 10 DVI Male to Male Cable,12.88,Cable Length 10 Connector on First End 1 x DVI Dual-Link Male Video Connector on Second End 1 x DVI Dual-Link Male Video,9.0 x 6.5 x 1.4 inches,0.45
137,Casio,XJA235U,Casio XJ-A235U Green Slim DLP Projector,1199.99,Standard Mode Brightness 2500 lm Color Support 16.7 Million Colors 24-bit Native Resolution 1280 x 800,15.1 x 10.8 x 6.7 inches,9.25
138,Night Owl,APOLLO-45,Night Owl Optics APOLLO-45 4-Channel H.264 500GB DVR Kit,338,Pre-installed 500GB SATA HD Motion activated email alerts 4 color indoor outdoor night vision 30 cameras,11.6 x 8.5 x 1.8 inches,6.5
139,Sony,NSZ-GT1,Sony NSZ-GT1 Internet TV and Blu-ray Disc Player Powered by Google TV,198,Google TV seamlessly searches your TV the entire web and apps Blu-ray Disc playback capability Superior performance of the Intel Atom Processor 1.66GHz,13.0 x 9.8 x 2.3 inches,9.9
