"id","title","authors","venue","year"
280355,"lore: a lightweight object repository for semistructured data","dallan quass, jennifer widom, roy goldman, kevin haas, qingshan luo, jason mchugh, svetlozar nestorov, anand rajaraman, hugo rivero, serge abiteboul, jeff ullman, janet wiener","international conference on management of data",1996
280360,"capbased-ams: a capability-based and event-driven activity management system","patrick c. k. hung, helen p. yeung, kamalakar karlapalem","international conference on management of data",1996
280361,"the multiview project: object-oriented view technology and applications","e. a. rundensteiner, h. a. kuno, y.-g. ra, v. crestana-taube, m. c. jones, p. j. marron","international conference on management of data",1996
280358,"metu interoperable database system","asuman dogac, ugur halici, ebru kilic, gokhan ozhan, fatma ozcan, sena nural, cevdet dengi, sema mancuhan, budak arpinar, pinar koksal, cem evrendilek","international conference on management of data",1996
280359,"sonar: system for optimized numeric association rules","takeshi fukuda, yasuhiko morimoto, shinichi morishita, takeshi tokuyama","international conference on management of data",1996
280348,"repository system engineering","pillip a. bernstein","international conference on management of data",1996
280349,"databases and visualization","daniel a. keim","international conference on management of data",1996
278249,"adaptive, fine-grained sharing in a client-server oodbms: a callback-based approach","markos zaharioudakis, michael j. carey, michael j. franklin","acm transactions on database systems (tods)",1997
280347,"the ins and outs (and everything in between) of data warehousing","phil fernandez, donovan schneider","international conference on management of data",1996
280352,"thinksheet: a tool for tailoring complex documents","peter piatko, roman yangarber, daoi lin, dennis shasha","international conference on management of data",1996
280353,"hyperstorm-administering structured documents using object-oriented database technology","klemens b&#246;hm, karl aberer","international conference on management of data",1996
280350,"state of the art in workflow management research and products","c. mohan","international conference on management of data",1996
280351,"data mining techniques","jiawei han","international conference on management of data",1996
375730,"minimization of tree pattern queries","sihem amer-yahia, sungran cho, laks v. s. lakshmanan, divesh srivastava","international conference on management of data",2001
375729,"data-driven understanding and refinement of schema mappings","ling ling yan, ren&#233;e j. miller, laura m. haas, ronald fagin","international conference on management of data",2001
375728,"communication-efficient distributed mining of association rules","assaf schuster, ran wolff","international conference on management of data",2001
375727,"selectivity estimation using probabilistic models","lise getoor, benjamin taskar, daphne koller","international conference on management of data",2001
375724,"applying the golden rule of sampling for query estimation","yi-leh wu, divyakant agrawal, amr el abbadi","international conference on management of data",2001
375723,"monitoring xml data on the web","benjamin nguyen, serge abiteboul, gr&#233;gory cobena, miha&#237; preda","international conference on management of data",2001
375722,"on supporting containment queries in relational database management systems","chun zhang, jeffrey naughton, david dewitt, qiong luo, guy lohman","international conference on management of data",2001
375720,"updating xml","igor tatarinov, zachary g. ives, alon y. halevy, daniel s. weld","international conference on management of data",2001
375744,"the nimble integration engine","denise draper, alon y. halevy, daniel s. weld","international conference on management of data",2001
375743,"experiences in mining aviation safety data","zohreh nazeri, eric bloedorn, paul ostwald","international conference on management of data",2001
375742,"catalog management in websphere commerce suite","thomas maguire","international conference on management of data",2001
375739,"content integration for e-business","michael stonebraker, joseph m. hellerstein","international conference on management of data",2001
375737,"the network is the database: data management for highly distributed systems","julio c. navas, michael wynblatt","international conference on management of data",2001
375736,"enabling dynamic content caching for database-driven web sites","k. sel&#231;uk candan, wen-syan li, qiong luo, wang-pin hsiung, divyakant agrawal","international conference on management of data",2001
375733,"storhouse metanoia - new applications for database, storage &; data warehousing","felipe cari&#241;o, jr., pekka kostamaa, art kaufmann, john burgess","international conference on management of data",2001
375731,"reconciling schemas of disparate data sources: a machine-learning approach","anhai doan, pedro domingos, alon y. halevy","international conference on management of data",2001
